"id","brgyCode","brgyDesc","regCode","provCode","citymunCode"
"5053","023134015","Quinagabian","02","0231","023134"
"5054","023134016","San Antonio","02","0231","023134"
"5055","023134017","San Isidro East","02","0231","023134"
"5056","023134018","San Isidro West","02","0231","023134"
"5057","023134019","San Rafael West","02","0231","023134"
"5058","023134020","San Rafael East","02","0231","023134"
"5059","023134021","Villabuena","02","0231","023134"
"5060","023135001","Abra","02","0231","023135"
"5061","023135002","Ambalatungan","02","0231","023135"
"5062","023135003","Balintocatoc","02","0231","023135"
"5063","023135004","Baluarte","02","0231","023135"
"5064","023135005","Bannawag Norte","02","0231","023135"
"5065","023135006","Batal","02","0231","023135"
"5066","023135007","Buenavista","02","0231","023135"
"5067","023135008","Cabulay","02","0231","023135"
"5068","023135009","Calao East (Pob.)","02","0231","023135"
"5069","023135010","Calao West (Pob.)","02","0231","023135"
"5070","023135011","Calaocan","02","0231","023135"
"5071","023135012","Villa Gonzaga","02","0231","023135"
"5072","023135013","Centro East (Pob.)","02","0231","023135"
"5073","023135014","Centro West (Pob.)","02","0231","023135"
"5074","023135015","Divisoria","02","0231","023135"
"5075","023135016","Dubinan East","02","0231","023135"
"5076","023135017","Dubinan West","02","0231","023135"
"5077","023135018","Luna","02","0231","023135"
"5078","023135019","Mabini","02","0231","023135"
"5079","023135020","Malvar","02","0231","023135"
"5080","023135021","Nabbuan","02","0231","023135"
"5081","023135022","Naggasican","02","0231","023135"
"5082","023135023","Patul","02","0231","023135"
"5083","023135024","Plaridel","02","0231","023135"
"5084","023135025","Rizal","02","0231","023135"
"5085","023135026","Rosario","02","0231","023135"
"5086","023135027","Sagana","02","0231","023135"
"5087","023135028","Salvador","02","0231","023135"
"5088","023135029","San Andres","02","0231","023135"
"5089","023135030","San Isidro","02","0231","023135"
"5090","023135031","San Jose","02","0231","023135"
"5091","023135032","Sinili","02","0231","023135"
"5092","023135033","Sinsayon","02","0231","023135"
"5093","023135034","Santa Rosa","02","0231","023135"
"5094","023135035","Victory Norte","02","0231","023135"
"5095","023135036","Victory Sur","02","0231","023135"
"5096","023135037","Villasis","02","0231","023135"
"5097","023136001","Ammugauan","02","0231","023136"
"5098","023136002","Antagan","02","0231","023136"
"5099","023136003","Bagabag","02","0231","023136"
"5100","023136004","Bagutari","02","0231","023136"
"5101","023136005","Balelleng","02","0231","023136"
"5102","023136006","Barumbong","02","0231","023136"
"5103","023136008","Bubug","02","0231","023136"
"5104","023136009","Bolinao-Culalabo","02","0231","023136"
"5105","023136010","Cañogan Abajo Norte","02","0231","023136"
"5106","023136013","Calinaoan Centro","02","0231","023136"
"5107","023136015","Calinaoan Malasin","02","0231","023136"
"5108","023136016","Calinaoan Norte","02","0231","023136"
"5109","023136017","Cañogan Abajo Sur","02","0231","023136"
"5110","023136018","Cañogan Alto","02","0231","023136"
"5111","023136019","Centro","02","0231","023136"
"5112","023136020","Colunguan","02","0231","023136"
"5113","023136021","Malapagay","02","0231","023136"
"5114","023136022","San Rafael Abajo","02","0231","023136"
"5115","023136023","San Rafael Alto","02","0231","023136"
"5116","023136024","San Roque","02","0231","023136"
"5117","023136025","San Vicente","02","0231","023136"
"5118","023136026","Uauang-Tuliao","02","0231","023136"
"5119","023136027","Uauang-Galicia","02","0231","023136"
"5120","023136029","Biga Occidental","02","0231","023136"
"5121","023136030","Biga Oriental","02","0231","023136"
"5122","023136031","Calanigan Norte","02","0231","023136"
"5123","023136032","Calanigan Sur","02","0231","023136"
"5124","023137001","Annafunan","02","0231","023137"
"5125","023137002","Antagan I","02","0231","023137"
"5126","023137003","Antagan II","02","0231","023137"
"5127","023137005","Arcon","02","0231","023137"
"5128","023137007","Balug","02","0231","023137"
"5129","023137008","Banig","02","0231","023137"
"5130","023137009","Bantug","02","0231","023137"
"5131","023137010","Bayabo East","02","0231","023137"
"5132","023137012","Caligayan","02","0231","023137"
"5133","023137013","Camasi","02","0231","023137"
"5134","023137014","Carpentero","02","0231","023137"
"5135","023137015","Compania","02","0231","023137"
"5136","023137016","Cumabao","02","0231","023137"
"5137","023137018","Fugu Abajo","02","0231","023137"
"5138","023137019","Fugu Norte","02","0231","023137"
"5139","023137020","Fugu Sur","02","0231","023137"
"5140","023137021","Fermeldy (Hcda. San Francisco)","02","0231","023137"
"5141","023137022","Lalauanan","02","0231","023137"
"5142","023137023","Lanna","02","0231","023137"
"5143","023137024","Lapogan","02","0231","023137"
"5144","023137025","Lingaling","02","0231","023137"
"5145","023137026","Liwanag","02","0231","023137"
"5146","023137027","Santa Visitacion (Maggayu)","02","0231","023137"
"5147","023137029","Malamag East","02","0231","023137"
"5148","023137030","Malamag West","02","0231","023137"
"5149","023137031","Maligaya","02","0231","023137"
"5150","023137032","Minanga","02","0231","023137"
"5151","023137033","Namnama","02","0231","023137"
"5152","023137035","Paragu","02","0231","023137"
"5153","023137036","Pilitan","02","0231","023137"
"5154","023137037","Barangay District 1 (Pob.)","02","0231","023137"
"5155","023137038","Barangay District 2 (Pob.)","02","0231","023137"
"5156","023137039","Barangay District 3 (Pob.)","02","0231","023137"
"5157","023137040","Barangay District 4 (Pob.)","02","0231","023137"
"5158","023137041","San Mateo","02","0231","023137"
"5159","023137042","San Pedro","02","0231","023137"
"5160","023137044","San Vicente","02","0231","023137"
"5161","023137045","Santa","02","0231","023137"
"5162","023137046","Santa Catalina","02","0231","023137"
"5163","023137047","Santo Niño","02","0231","023137"
"5164","023137048","Sinippil","02","0231","023137"
"5165","023137050","Sisim Abajo","02","0231","023137"
"5166","023137051","Sisim Alto","02","0231","023137"
"5167","023137053","Tunggui","02","0231","023137"
"5168","023137054","Ugad","02","0231","023137"
"5169","023137055","Moldero","02","0231","023137"
"5170","025001001","Ammueg","02","0250","025001"
"5171","025001004","Camandag","02","0250","025001"
"5172","025001005","Labang","02","0250","025001"
"5173","025001006","Napo","02","0250","025001"
"5174","025001007","Poblacion","02","0250","025001"
"5175","025001008","Salingsingan","02","0250","025001"
"5176","025001009","Tiblac","02","0250","025001"
"5177","025001010","Dulli","02","0250","025001"
"5178","025002001","Banganan","02","0250","025002"
"5179","025002002","Beti","02","0250","025002"
"5180","025002003","Bone North","02","0250","025002"
"5181","025002004","Bone South","02","0250","025002"
"5182","025002005","Calitlitan","02","0250","025002"
"5183","025002006","Comon","02","0250","025002"
"5184","025002007","Cutar","02","0250","025002"
"5185","025002008","Darapidap","02","0250","025002"
"5186","025002009","Kirang","02","0250","025002"
"5187","025002010","Nagcuartelan","02","0250","025002"
"5188","025002011","Poblacion","02","0250","025002"
"5189","025002012","Santa Clara","02","0250","025002"
"5190","025002013","Tabueng","02","0250","025002"
"5191","025002014","Tucanon","02","0250","025002"
"5192","025002016","Anayo","02","0250","025002"
"5193","025002017","Baan","02","0250","025002"
"5194","025002018","Balite","02","0250","025002"
"5195","025002019","Canabuan","02","0250","025002"
"5196","025002020","Canarem","02","0250","025002"
"5197","025002021","Latar-Nocnoc-San Francisco","02","0250","025002"
"5198","025002022","Ocao-Capiniaan","02","0250","025002"
"5199","025002023","Yaway","02","0250","025002"
"5200","025003001","Bakir","02","0250","025003"
"5201","025003002","Baretbet","02","0250","025003"
"5202","025003003","Careb","02","0250","025003"
"5203","025003004","Lantap","02","0250","025003"
"5204","025003005","Murong","02","0250","025003"
"5205","025003006","Nangalisan","02","0250","025003"
"5206","025003007","Paniki","02","0250","025003"
"5207","025003008","Pogonsino","02","0250","025003"
"5208","025003009","San Geronimo (Pob.)","02","0250","025003"
"5209","025003010","San Pedro (Pob.)","02","0250","025003"
"5210","025003011","Santa Cruz","02","0250","025003"
"5211","025003012","Santa Lucia","02","0250","025003"
"5212","025003014","Tuao North","02","0250","025003"
"5213","025003015","Villa Coloma (Pob.)","02","0250","025003"
"5214","025003016","Quirino (Pob.)","02","0250","025003"
"5215","025003017","Villaros","02","0250","025003"
"5216","025003018","Tuao South","02","0250","025003"
"5217","025004001","Abian","02","0250","025004"
"5218","025004002","Abinganan","02","0250","025004"
"5219","025004003","Aliaga","02","0250","025004"
"5220","025004005","Almaguer North","02","0250","025004"
"5221","025004006","Almaguer South","02","0250","025004"
"5222","025004007","Banggot (Pob.)","02","0250","025004"
"5223","025004008","Barat","02","0250","025004"
"5224","025004009","Buag (Pob.)","02","0250","025004"
"5225","025004010","Calaocan (Pob.)","02","0250","025004"
"5226","025004011","Dullao","02","0250","025004"
"5227","025004012","Homestead","02","0250","025004"
"5228","025004013","Indiana","02","0250","025004"
"5229","025004014","Mabuslo","02","0250","025004"
"5230","025004015","Macate","02","0250","025004"
"5231","025004016","Manamtam","02","0250","025004"
"5232","025004017","Mauan","02","0250","025004"
"5233","025004018","Salinas","02","0250","025004"
"5234","025004020","San Antonio North","02","0250","025004"
"5235","025004021","San Antonio South","02","0250","025004"
"5236","025004022","San Fernando","02","0250","025004"
"5237","025004023","San Leonardo","02","0250","025004"
"5238","025004024","Santo Domingo (Tabangan)","02","0250","025004"
"5239","025004025","Pallas","02","0250","025004"
"5240","025004026","Magsaysay Hills","02","0250","025004"
"5241","025004027","Santo Domingo West","02","0250","025004"
"5242","025005001","Bonfal East","02","0250","025005"
"5243","025005002","Bonfal Proper","02","0250","025005"
"5244","025005003","Bonfal West","02","0250","025005"
"5245","025005004","Buenavista (Vista Hills)","02","0250","025005"
"5246","025005005","Busilac","02","0250","025005"
"5247","025005006","Casat","02","0250","025005"
"5248","025005008","La Torre North","02","0250","025005"
"5249","025005009","Magapuy","02","0250","025005"
"5250","025005010","Magsaysay","02","0250","025005"
"5251","025005011","Masoc","02","0250","025005"
"5252","025005012","Paitan","02","0250","025005"
"5253","025005014","Don Domingo Maddela Pob. (District I)","02","0250","025005"
"5254","025005015","Don Tomas Maddela Pob. (District II)","02","0250","025005"
"5255","025005016","District III Pob. (Don M. Perez)","02","0250","025005"
"5256","025005017","District IV (Pob.)","02","0250","025005"
"5257","025005019","Bansing","02","0250","025005"
"5258","025005020","Cabuaan","02","0250","025005"
"5259","025005021","Don Mariano Marcos","02","0250","025005"
"5260","025005022","Ipil-Cuneg","02","0250","025005"
"5261","025005023","La Torre South","02","0250","025005"
"5262","025005024","Luyang","02","0250","025005"
"5263","025005025","Salvacion","02","0250","025005"
"5264","025005026","San Nicolas North (Luyang)","02","0250","025005"
"5265","025005027","Santa Rosa","02","0250","025005"
"5266","025005028","Vista Alegre (B. Baringin)","02","0250","025005"
"5267","025006001","Arwas","02","0250","025006"
"5268","025006002","Balete","02","0250","025006"
"5269","025006003","Bugnay","02","0250","025006"
"5270","025006004","Decabacan","02","0250","025006"
"5271","025006005","Duruarog","02","0250","025006"
"5272","025006006","Escoting","02","0250","025006"
"5273","025006007","Nagsabaran","02","0250","025006"
"5274","025006008","Namamparan","02","0250","025006"
"5275","025006009","Pinya","02","0250","025006"
"5276","025006010","Poblacion","02","0250","025006"
"5277","025006011","Ampakling","02","0250","025006"
"5278","025006012","Butao","02","0250","025006"
"5279","025006013","Langca","02","0250","025006"
"5280","025006014","Lurad","02","0250","025006"
"5281","025006015","Rosario","02","0250","025006"
"5282","025006016","San Luis","02","0250","025006"
"5283","025006017","San Pablo","02","0250","025006"
"5284","025006018","Villa Aurora","02","0250","025006"
"5285","025006019","Villa Florentino","02","0250","025006"
"5286","025007002","Belance","02","0250","025007"
"5287","025007003","Bulala","02","0250","025007"
"5288","025007009","Inaban","02","0250","025007"
"5289","025007010","Ineangan","02","0250","025007"
"5290","025007011","Lamo","02","0250","025007"
"5291","025007012","Mabasa","02","0250","025007"
"5292","025007013","Malasin (Pob.)","02","0250","025007"
"5293","025007015","Munguia","02","0250","025007"
"5294","025007016","Oyao","02","0250","025007"
"5295","025007018","New Gumiad","02","0250","025007"
"5296","025007019","Yabbi","02","0250","025007"
"5297","025007020","Binnuangan","02","0250","025007"
"5298","025007021","Bitnong","02","0250","025007"
"5299","025007022","Macabenga","02","0250","025007"
"5300","025007023","Parai","02","0250","025007"
"5301","025008001","Abaca","02","0250","025008"
"5302","025008003","Banila","02","0250","025008"
"5303","025008004","Carolotan","02","0250","025008"
"5304","025008007","Gabut","02","0250","025008"
"5305","025008008","Ganao (Lingad)","02","0250","025008"
"5306","025008010","Lukidnon","02","0250","025008"
"5307","025008011","Mangayang","02","0250","025008"
"5308","025008012","Palabotan","02","0250","025008"
"5309","025008013","Biruk","02","0250","025008"
"5310","025008014","Bagumbayan","02","0250","025008"
"5311","025008015","Balsain","02","0250","025008"
"5312","025008016","Canabay","02","0250","025008"
"5313","025008017","Domang","02","0250","025008"
"5314","025008018","Dopaj","02","0250","025008"
"5315","025008019","Kimbutan","02","0250","025008"
"5316","025008020","Kinabuan","02","0250","025008"
"5317","025008021","Sanguit","02","0250","025008"
"5318","025008022","Santa Maria","02","0250","025008"
"5319","025008023","Talbek","02","0250","025008"
"5320","025009001","Antutot","02","0250","025009"
"5321","025009002","Alimit","02","0250","025009"
"5322","025009003","Poblacion (Alloy)","02","0250","025009"
"5323","025009004","Bilet","02","0250","025009"
"5324","025009005","Binogawan","02","0250","025009"
"5325","025009006","Bua","02","0250","025009"
"5326","025009007","Biyoy","02","0250","025009"
"5327","025009008","Capisaan","02","0250","025009"
"5328","025009009","Cordon","02","0250","025009"
"5329","025009010","Didipio","02","0250","025009"
"5330","025009011","Dine","02","0250","025009"
"5331","025009012","Kakiduguen","02","0250","025009"
"5332","025009014","Lupa","02","0250","025009"
"5333","025009015","Macalong","02","0250","025009"
"5334","025009016","Malabing","02","0250","025009"
"5335","025009017","Muta","02","0250","025009"
"5336","025009018","Pao","02","0250","025009"
"5337","025009019","Papaya","02","0250","025009"
"5338","025009020","Pudi","02","0250","025009"
"5339","025009021","Tokod","02","0250","025009"
"5340","025009022","Seguem","02","0250","025009"
"5341","025009023","Tadji","02","0250","025009"
"5342","025009024","Wangal","02","0250","025009"
"5343","025009025","Watwat","02","0250","025009"
"5344","025009026","Camamasi","02","0250","025009"
"5345","025009027","Catarawan","02","0250","025009"
"5346","025009028","Nantawacan","02","0250","025009"
"5347","025009029","Alloy","02","0250","025009"
"5348","025009030","Kongkong","02","0250","025009"
"5349","025009031","Pacquet (Ilongot Res.)","02","0250","025009"
"5350","025010001","Acacia","02","0250","025010"
"5351","025010002","Amilong Labeng","02","0250","025010"
"5352","025010003","Ansipsip","02","0250","025010"
"5353","025010004","Baan","02","0250","025010"
"5354","025010005","Babadi","02","0250","025010"
"5355","025010006","Balangabang","02","0250","025010"
"5356","025010007","Banao","02","0250","025010"
"5357","025010008","Binalian","02","0250","025010"
"5358","025010009","Besong","02","0250","025010"
"5359","025010010","Cabalatan-Alang","02","0250","025010"
"5360","025010011","Cabanglasan","02","0250","025010"
"5361","025010012","Kayapa Proper East","02","0250","025010"
"5362","025010013","Kayapa Proper West","02","0250","025010"
"5363","025010014","Mapayao","02","0250","025010"
"5364","025010015","Nansiakan","02","0250","025010"
"5365","025010016","Pampang (Pob.)","02","0250","025010"
"5366","025010017","Pangawan","02","0250","025010"
"5367","025010018","Pinayag","02","0250","025010"
"5368","025010019","Pingkian","02","0250","025010"
"5369","025010020","San Fabian","02","0250","025010"
"5370","025010021","Talecabcab","02","0250","025010"
"5371","025010022","Tubongan","02","0250","025010"
"5372","025010023","Alang-Salacsac","02","0250","025010"
"5373","025010024","Balete","02","0250","025010"
"5374","025010025","Buyasyas","02","0250","025010"
"5375","025010026","Cabayo","02","0250","025010"
"5376","025010027","Castillo Village","02","0250","025010"
"5377","025010028","Latbang","02","0250","025010"
"5378","025010029","Lawigan","02","0250","025010"
"5379","025010030","Tidang Village","02","0250","025010"
"5380","025011001","Aurora","02","0250","025011"
"5381","025011002","Baresbes","02","0250","025011"
"5382","025011003","Buliwao","02","0250","025011"
"5383","025011004","Bonifacio","02","0250","025011"
"5384","025011005","Calaocan","02","0250","025011"
"5385","025011006","Caliat (Pob.)","02","0250","025011"
"5386","025011007","Darubba","02","0250","025011"
"5387","025011008","Maddiangat","02","0250","025011"
"5388","025011009","Nalubbunan","02","0250","025011"
"5389","025011010","Runruno","02","0250","025011"
"5390","025011011","Maasin","02","0250","025011"
"5391","025011012","Dagupan","02","0250","025011"
"5392","025012002","Bacneng","02","0250","025012"
"5393","025012003","Baliling","02","0250","025012"
"5394","025012004","Bantinan","02","0250","025012"
"5395","025012005","Baracbac","02","0250","025012"
"5396","025012006","Buyasyas","02","0250","025012"
"5397","025012008","Imugan","02","0250","025012"
"5398","025012009","Poblacion","02","0250","025012"
"5399","025012010","Sinapaoan","02","0250","025012"
"5400","025012011","Tactac","02","0250","025012"
"5401","025012012","Villa Flores","02","0250","025012"
"5402","025012013","Atbu","02","0250","025012"
"5403","025012014","Balete","02","0250","025012"
"5404","025012015","Canabuan","02","0250","025012"
"5405","025012016","Malico","02","0250","025012"
"5406","025012017","Santa Rosa","02","0250","025012"
"5407","025012018","Unib","02","0250","025012"
"5408","025013001","Aggub","02","0250","025013"
"5409","025013002","Bangaan","02","0250","025013"
"5410","025013003","Bangar","02","0250","025013"
"5411","025013004","Bascaran","02","0250","025013"
"5412","025013005","Curifang","02","0250","025013"
"5413","025013006","Dadap","02","0250","025013"
"5414","025013007","Lactawan","02","0250","025013"
"5415","025013008","Osmeña","02","0250","025013"
"5416","025013009","Poblacion North","02","0250","025013"
"5417","025013010","Poblacion South","02","0250","025013"
"5418","025013011","Quezon","02","0250","025013"
"5419","025013012","Quirino","02","0250","025013"
"5420","025013013","Roxas","02","0250","025013"
"5421","025013014","San Juan","02","0250","025013"
"5422","025013015","San Luis","02","0250","025013"
"5423","025013017","Tucal","02","0250","025013"
"5424","025013018","Uddiawan","02","0250","025013"
"5425","025013019","Wacal","02","0250","025013"
"5426","025013020","Bagahabag","02","0250","025013"
"5427","025013021","Communal","02","0250","025013"
"5428","025013022","Concepcion (Calalabangan)","02","0250","025013"
"5429","025013023","Pilar D. Galima","02","0250","025013"
"5430","025014001","Bintawan Sur","02","0250","025014"
"5431","025014002","Ibung","02","0250","025014"
"5432","025014003","Cabuluan","02","0250","025014"
"5433","025014004","Nagbitin","02","0250","025014"
"5434","025014005","Ocapon","02","0250","025014"
"5435","025014006","Pieza","02","0250","025014"
"5436","025014007","Sawmill","02","0250","025014"
"5437","025014008","Poblacion (Turod)","02","0250","025014"
"5438","025014009","Bintawan Norte","02","0250","025014"
"5439","025015001","Abuyo","02","0250","025015"
"5440","025015002","Galintuja","02","0250","025015"
"5441","025015003","Cauayan","02","0250","025015"
"5442","025015004","Lipuga","02","0250","025015"
"5443","025015005","Lublub (Pob.)","02","0250","025015"
"5444","025015006","Pelaway","02","0250","025015"
"5445","025701001","Dagupan","02","0257","025701"
"5446","025701002","Dumabel","02","0257","025701"
"5447","025701003","Dungo (Osmeña)","02","0257","025701"
"5448","025701004","Guinalbin","02","0257","025701"
"5449","025701005","Ligaya","02","0257","025701"
"5450","025701006","Palacian","02","0257","025701"
"5451","025701007","Pinaripad Sur","02","0257","025701"
"5452","025701008","Progreso (Pob.)","02","0257","025701"
"5453","025701009","Ramos","02","0257","025701"
"5454","025701010","Rang-ayan","02","0257","025701"
"5455","025701011","San Antonio","02","0257","025701"
"5456","025701012","San Francisco","02","0257","025701"
"5457","025701013","San Leonardo (Cabarroguis)","02","0257","025701"
"5458","025701014","San Ramon","02","0257","025701"
"5459","025701015","Victoria","02","0257","025701"
"5460","025701016","Villa Pagaduan","02","0257","025701"
"5461","025701017","Villa Santiago","02","0257","025701"
"5462","025701018","Alicia","02","0257","025701"
"5463","025701019","Cabugao","02","0257","025701"
"5464","025701020","Diodol","02","0257","025701"
"5465","025701021","Nagabgaban","02","0257","025701"
"5466","025701022","Pinaripad Norte","02","0257","025701"
"5467","025701023","San Benigno","02","0257","025701"
"5468","025701024","San Manuel","02","0257","025701"
"5469","025701025","Villa Ventura","02","0257","025701"
"5470","025702001","Banuar","02","0257","025702"
"5471","025702002","Burgos","02","0257","025702"
"5472","025702003","Calaocan","02","0257","025702"
"5473","025702004","Del Pilar","02","0257","025702"
"5474","025702005","Dibibi","02","0257","025702"
"5475","025702006","Eden","02","0257","025702"
"5476","025702007","Gundaway (Pob.)","02","0257","025702"
"5477","025702008","Mangandingay (Pob.)","02","0257","025702"
"5478","025702009","San Marcos","02","0257","025702"
"5479","025702010","Villamor","02","0257","025702"
"5480","025702011","Zamora","02","0257","025702"
"5481","025702012","Villarose","02","0257","025702"
"5482","025702013","Villa Peña (Capellangan)","02","0257","025702"
"5483","025702014","Dingasan","02","0257","025702"
"5484","025702015","Tucod","02","0257","025702"
"5485","025702016","Gomez","02","0257","025702"
"5486","025702017","Santo Domingo","02","0257","025702"
"5487","025703001","Andres Bonifacio (Pob.)","02","0257","025703"
"5488","025703002","Aurora East (Pob.)","02","0257","025703"
"5489","025703003","Aurora West (Pob.)","02","0257","025703"
"5490","025703004","Baguio Village","02","0257","025703"
"5491","025703005","Balagbag","02","0257","025703"
"5492","025703006","Bannawag","02","0257","025703"
"5493","025703007","Cajel","02","0257","025703"
"5494","025703008","Campamento","02","0257","025703"
"5495","025703009","Diego Silang","02","0257","025703"
"5496","025703010","Don Mariano Perez, Sr.","02","0257","025703"
"5497","025703011","Doña Imelda","02","0257","025703"
"5498","025703012","Dumanisi","02","0257","025703"
"5499","025703013","Gabriela Silang","02","0257","025703"
"5500","025703014","Gulac","02","0257","025703"
"5501","025703015","Guribang","02","0257","025703"
"5502","025703016","Ifugao Village","02","0257","025703"
"5503","025703017","Isidro Paredes","02","0257","025703"
"5504","025703018","Rizal (Pob.)","02","0257","025703"
"5505","025703019","Liwayway","02","0257","025703"
"5506","025703020","Luttuad","02","0257","025703"
"5507","025703021","Magsaysay","02","0257","025703"
"5508","025703022","Makate","02","0257","025703"
"5509","025703023","Maria Clara","02","0257","025703"
"5510","025703024","Rafael Palma (Don Sergio Osmeña)","02","0257","025703"
"5511","025703025","Ricarte Norte","02","0257","025703"
"5512","025703026","Ricarte Sur","02","0257","025703"
"5513","025703027","San Antonio","02","0257","025703"
"5514","025703028","San Isidro","02","0257","025703"
"5515","025703029","San Pascual","02","0257","025703"
"5516","025703030","Villa Pascua","02","0257","025703"
"5517","025703031","Aklan Village","02","0257","025703"
"5518","025703032","Gregorio Pimentel","02","0257","025703"
"5519","025703033","Don Faustino Pagaduan","02","0257","025703"
"5520","025704001","Abbag","02","0257","025704"
"5521","025704003","Balligui","02","0257","025704"
"5522","025704004","Divisoria Sur (Bisangal)","02","0257","025704"
"5523","025704005","Buenavista","02","0257","025704"
"5524","025704006","Cabaruan","02","0257","025704"
"5525","025704007","Cabua-an","02","0257","025704"
"5526","025704008","Cofcaville","02","0257","025704"
"5527","025704009","Diduyon","02","0257","025704"
"5528","025704010","Dipintin","02","0257","025704"
"5529","025704011","Divisoria Norte","02","0257","025704"
"5530","025704012","Dumabato Norte","02","0257","025704"
"5531","025704013","Dumabato Sur","02","0257","025704"
"5532","025704014","Lusod","02","0257","025704"
"5533","025704015","Manglad","02","0257","025704"
"5534","025704016","Pedlisan","02","0257","025704"
"5535","025704017","Poblacion Norte","02","0257","025704"
"5536","025704019","San Bernabe","02","0257","025704"
"5537","025704021","San Dionisio I","02","0257","025704"
"5538","025704023","San Martin","02","0257","025704"
"5539","025704024","San Pedro","02","0257","025704"
"5540","025704025","San Salvador","02","0257","025704"
"5541","025704026","Santo Niño","02","0257","025704"
"5542","025704027","Santo Tomas","02","0257","025704"
"5543","025704028","Villa Gracia","02","0257","025704"
"5544","025704029","Villa Hermosa Sur","02","0257","025704"
"5545","025704030","Villa Hermosa Norte","02","0257","025704"
"5546","025704032","Ysmael","02","0257","025704"
"5547","025704034","Villa Agullana","02","0257","025704"
"5548","025704036","Poblacion Sur","02","0257","025704"
"5549","025704037","Villa Jose V Ylanan","02","0257","025704"
"5550","025704038","Jose Ancheta","02","0257","025704"
"5551","025704039","Santa Maria","02","0257","025704"
"5552","025705001","Dibul","02","0257","025705"
"5553","025705002","La Paz","02","0257","025705"
"5554","025705003","Magsaysay (Pob.)","02","0257","025705"
"5555","025705004","Rizal (Pob.)","02","0257","025705"
"5556","025705005","Salvacion","02","0257","025705"
"5557","025705006","Santo Tomas","02","0257","025705"
"5558","025705007","Tres Reyes","02","0257","025705"
"5559","025705008","Cardenas","02","0257","025705"
"5560","025705009","Gamis","02","0257","025705"
"5561","025706001","Anak","02","0257","025706"
"5562","025706002","Dipantan","02","0257","025706"
"5563","025706003","Dissimungal","02","0257","025706"
"5564","025706004","Guino (Giayan)","02","0257","025706"
"5565","025706005","La Conwap (Guingin)","02","0257","025706"
"5566","025706006","Landingan","02","0257","025706"
"5567","025706007","Mataddi","02","0257","025706"
"5568","025706008","Matmad","02","0257","025706"
"5569","025706009","Old Gumiad","02","0257","025706"
"5570","025706010","Ponggo","02","0257","025706"
"5571","025706011","San Dionisio II","02","0257","025706"
"5572","025706012","San Pugo","02","0257","025706"
"5573","025706013","San Ramos","02","0257","025706"
"5574","025706014","Sangbay","02","0257","025706"
"5575","025706015","Wasid","02","0257","025706"
"5576","025706016","Asaklat","02","0257","025706"
"5577","030801001","Bangkal","03","0308","030801"
"5578","030801002","Calaylayan (Pob.)","03","0308","030801"
"5579","030801003","Capitangan","03","0308","030801"
"5580","030801004","Gabon","03","0308","030801"
"5581","030801006","Laon (Pob.)","03","0308","030801"
"5582","030801007","Mabatang","03","0308","030801"
"5583","030801008","Omboy","03","0308","030801"
"5584","030801010","Salian","03","0308","030801"
"5585","030801011","Wawa (Pob.)","03","0308","030801"
"5586","030802001","Bagumbayan (Pob.)","03","0308","030802"
"5587","030802002","Banawang","03","0308","030802"
"5588","030802003","Binuangan","03","0308","030802"
"5589","030802004","Binukawan","03","0308","030802"
"5590","030802006","Ibaba","03","0308","030802"
"5591","030802007","Ibis","03","0308","030802"
"5592","030802008","Pag-asa (Wawa-Sibacan)","03","0308","030802"
"5593","030802009","Parang","03","0308","030802"
"5594","030802010","Paysawan","03","0308","030802"
"5595","030802012","Quinawan","03","0308","030802"
"5596","030802013","San Antonio","03","0308","030802"
"5597","030802014","Saysain","03","0308","030802"
"5598","030802015","Tabing-Ilog (Pob.)","03","0308","030802"
"5599","030802016","Atilano L. Ricardo","03","0308","030802"
"5600","030803001","Bagumbayan","03","0308","030803"
"5601","030803003","Cabog-Cabog","03","0308","030803"
"5602","030803004","Munting Batangas (Cadre)","03","0308","030803"
"5603","030803005","Cataning","03","0308","030803"
"5604","030803006","Central","03","0308","030803"
"5605","030803008","Cupang Proper","03","0308","030803"
"5606","030803009","Cupang West","03","0308","030803"
"5607","030803010","Dangcol (Bernabe)","03","0308","030803"
"5608","030803011","Ibayo","03","0308","030803"
"5609","030803012","Malabia","03","0308","030803"
"5610","030803013","Poblacion","03","0308","030803"
"5611","030803014","Pto. Rivas Ibaba","03","0308","030803"
"5612","030803015","Pto. Rivas Itaas","03","0308","030803"
"5613","030803016","San Jose","03","0308","030803"
"5614","030803017","Sibacan","03","0308","030803"
"5615","030803018","Camacho","03","0308","030803"
"5616","030803019","Talisay","03","0308","030803"
"5617","030803020","Tanato","03","0308","030803"
"5618","030803021","Tenejero","03","0308","030803"
"5619","030803022","Tortugas","03","0308","030803"
"5620","030803023","Tuyo","03","0308","030803"
"5621","030803024","Bagong Silang","03","0308","030803"
"5622","030803025","Cupang North","03","0308","030803"
"5623","030803026","Doña Francisca","03","0308","030803"
"5624","030803027","Lote","03","0308","030803"
"5625","030804002","Bangal","03","0308","030804"
"5626","030804003","Bonifacio (Pob.)","03","0308","030804"
"5627","030804006","Burgos (Pob.)","03","0308","030804"
"5628","030804007","Colo","03","0308","030804"
"5629","030804008","Daang Bago","03","0308","030804"
"5630","030804009","Dalao","03","0308","030804"
"5631","030804010","Del Pilar (Pob.)","03","0308","030804"
"5632","030804011","Gen. Luna (Pob.)","03","0308","030804"
