"id","psgcCode","citymunDesc","regDesc","provCode","citymunCode"
"572","050509000","MALILIPOT","05","0505","050509"
"573","050510000","MALINAO","05","0505","050510"
"574","050511000","MANITO","05","0505","050511"
"575","050512000","OAS","05","0505","050512"
"576","050513000","PIO DURAN","05","0505","050513"
"577","050514000","POLANGUI","05","0505","050514"
"578","050515000","RAPU-RAPU","05","0505","050515"
"579","050516000","SANTO DOMINGO (LIBOG)","05","0505","050516"
"580","050517000","CITY OF TABACO","05","0505","050517"
"581","050518000","TIWI","05","0505","050518"
"582","051601000","BASUD","05","0516","051601"
"583","051602000","CAPALONGA","05","0516","051602"
"584","051603000","DAET (Capital)","05","0516","051603"
"585","051604000","SAN LORENZO RUIZ (IMELDA)","05","0516","051604"
"586","051605000","JOSE PANGANIBAN","05","0516","051605"
"587","051606000","LABO","05","0516","051606"
"588","051607000","MERCEDES","05","0516","051607"
"589","051608000","PARACALE","05","0516","051608"
"590","051609000","SAN VICENTE","05","0516","051609"
"591","051610000","SANTA ELENA","05","0516","051610"
"592","051611000","TALISAY","05","0516","051611"
"593","051612000","VINZONS","05","0516","051612"
"594","051701000","BAAO","05","0517","051701"
"595","051702000","BALATAN","05","0517","051702"
"596","051703000","BATO","05","0517","051703"
"597","051704000","BOMBON","05","0517","051704"
"598","051705000","BUHI","05","0517","051705"
"599","051706000","BULA","05","0517","051706"
"600","051707000","CABUSAO","05","0517","051707"
"601","051708000","CALABANGA","05","0517","051708"
"602","051709000","CAMALIGAN","05","0517","051709"
"603","051710000","CANAMAN","05","0517","051710"
"604","051711000","CARAMOAN","05","0517","051711"
"605","051712000","DEL GALLEGO","05","0517","051712"
"606","051713000","GAINZA","05","0517","051713"
"607","051714000","GARCHITORENA","05","0517","051714"
"608","051715000","GOA","05","0517","051715"
"609","051716000","IRIGA CITY","05","0517","051716"
"610","051717000","LAGONOY","05","0517","051717"
"611","051718000","LIBMANAN","05","0517","051718"
"612","051719000","LUPI","05","0517","051719"
"613","051720000","MAGARAO","05","0517","051720"
"614","051721000","MILAOR","05","0517","051721"
"615","051722000","MINALABAC","05","0517","051722"
"616","051723000","NABUA","05","0517","051723"
"617","051724000","NAGA CITY","05","0517","051724"
"618","051725000","OCAMPO","05","0517","051725"
"619","051726000","PAMPLONA","05","0517","051726"
"620","051727000","PASACAO","05","0517","051727"
"621","051728000","PILI (Capital)","05","0517","051728"
"622","051729000","PRESENTACION (PARUBCAN)","05","0517","051729"
"623","051730000","RAGAY","05","0517","051730"
"624","051731000","SAGÑAY","05","0517","051731"
"625","051732000","SAN FERNANDO","05","0517","051732"
"626","051733000","SAN JOSE","05","0517","051733"
"627","051734000","SIPOCOT","05","0517","051734"
"628","051735000","SIRUMA","05","0517","051735"
"629","051736000","TIGAON","05","0517","051736"
"630","051737000","TINAMBAC","05","0517","051737"
"631","052001000","BAGAMANOC","05","0520","052001"
"632","052002000","BARAS","05","0520","052002"
"633","052003000","BATO","05","0520","052003"
"634","052004000","CARAMORAN","05","0520","052004"
"635","052005000","GIGMOTO","05","0520","052005"
"636","052006000","PANDAN","05","0520","052006"
"637","052007000","PANGANIBAN (PAYO)","05","0520","052007"
"638","052008000","SAN ANDRES (CALOLBON)","05","0520","052008"
"639","052009000","SAN MIGUEL","05","0520","052009"
"640","052010000","VIGA","05","0520","052010"
"641","052011000","VIRAC (Capital)","05","0520","052011"
"642","054101000","AROROY","05","0541","054101"
"643","054102000","BALENO","05","0541","054102"
"644","054103000","BALUD","05","0541","054103"
"645","054104000","BATUAN","05","0541","054104"
"646","054105000","CATAINGAN","05","0541","054105"
"647","054106000","CAWAYAN","05","0541","054106"
"648","054107000","CLAVERIA","05","0541","054107"
"649","054108000","DIMASALANG","05","0541","054108"
"650","054109000","ESPERANZA","05","0541","054109"
"651","054110000","MANDAON","05","0541","054110"
"652","054111000","CITY OF MASBATE (Capital)","05","0541","054111"
"653","054112000","MILAGROS","05","0541","054112"
"654","054113000","MOBO","05","0541","054113"
"655","054114000","MONREAL","05","0541","054114"
"656","054115000","PALANAS","05","0541","054115"
"657","054116000","PIO V. CORPUZ (LIMBUHAN)","05","0541","054116"
"658","054117000","PLACER","05","0541","054117"
"659","054118000","SAN FERNANDO","05","0541","054118"
"660","054119000","SAN JACINTO","05","0541","054119"
"661","054120000","SAN PASCUAL","05","0541","054120"
"662","054121000","USON","05","0541","054121"
"663","056202000","BARCELONA","05","0562","056202"
"664","056203000","BULAN","05","0562","056203"
"665","056204000","BULUSAN","05","0562","056204"
"666","056205000","CASIGURAN","05","0562","056205"
"667","056206000","CASTILLA","05","0562","056206"
"668","056207000","DONSOL","05","0562","056207"
"669","056208000","GUBAT","05","0562","056208"
"670","056209000","IROSIN","05","0562","056209"
"671","056210000","JUBAN","05","0562","056210"
"672","056211000","MAGALLANES","05","0562","056211"
"673","056212000","MATNOG","05","0562","056212"
"674","056213000","PILAR","05","0562","056213"
"675","056214000","PRIETO DIAZ","05","0562","056214"
"676","056215000","SANTA MAGDALENA","05","0562","056215"
"677","056216000","CITY OF SORSOGON (Capital)","05","0562","056216"
"678","060401000","ALTAVAS","06","0604","060401"
"679","060402000","BALETE","06","0604","060402"
"680","060403000","BANGA","06","0604","060403"
"681","060404000","BATAN","06","0604","060404"
"682","060405000","BURUANGA","06","0604","060405"
"683","060406000","IBAJAY","06","0604","060406"
"684","060407000","KALIBO (Capital)","06","0604","060407"
"685","060408000","LEZO","06","0604","060408"
"686","060409000","LIBACAO","06","0604","060409"
"687","060410000","MADALAG","06","0604","060410"
"688","060411000","MAKATO","06","0604","060411"
"689","060412000","MALAY","06","0604","060412"
"690","060413000","MALINAO","06","0604","060413"
"691","060414000","NABAS","06","0604","060414"
"692","060415000","NEW WASHINGTON","06","0604","060415"
"693","060416000","NUMANCIA","06","0604","060416"
"694","060417000","TANGALAN","06","0604","060417"
"695","060601000","ANINI-Y","06","0606","060601"
"696","060602000","BARBAZA","06","0606","060602"
"697","060603000","BELISON","06","0606","060603"
"698","060604000","BUGASONG","06","0606","060604"
"699","060605000","CALUYA","06","0606","060605"
"700","060606000","CULASI","06","0606","060606"
"701","060607000","TOBIAS FORNIER (DAO)","06","0606","060607"
"702","060608000","HAMTIC","06","0606","060608"
"703","060609000","LAUA-AN","06","0606","060609"
"704","060610000","LIBERTAD","06","0606","060610"
"705","060611000","PANDAN","06","0606","060611"
"706","060612000","PATNONGON","06","0606","060612"
"707","060613000","SAN JOSE (Capital)","06","0606","060613"
"708","060614000","SAN REMIGIO","06","0606","060614"
"709","060615000","SEBASTE","06","0606","060615"
"710","060616000","SIBALOM","06","0606","060616"
"711","060617000","TIBIAO","06","0606","060617"
"712","060618000","VALDERRAMA","06","0606","060618"
"713","061901000","CUARTERO","06","0619","061901"
"714","061902000","DAO","06","0619","061902"
"715","061903000","DUMALAG","06","0619","061903"
"716","061904000","DUMARAO","06","0619","061904"
"717","061905000","IVISAN","06","0619","061905"
"718","061906000","JAMINDAN","06","0619","061906"
"719","061907000","MA-AYON","06","0619","061907"
"720","061908000","MAMBUSAO","06","0619","061908"
"721","061909000","PANAY","06","0619","061909"
"722","061910000","PANITAN","06","0619","061910"
"723","061911000","PILAR","06","0619","061911"
"724","061912000","PONTEVEDRA","06","0619","061912"
"725","061913000","PRESIDENT ROXAS","06","0619","061913"
"726","061914000","ROXAS CITY (Capital)","06","0619","061914"
"727","061915000","SAPI-AN","06","0619","061915"
"728","061916000","SIGMA","06","0619","061916"
"729","061917000","TAPAZ","06","0619","061917"
"730","063001000","AJUY","06","0630","063001"
"731","063002000","ALIMODIAN","06","0630","063002"
"732","063003000","ANILAO","06","0630","063003"
"733","063004000","BADIANGAN","06","0630","063004"
"734","063005000","BALASAN","06","0630","063005"
"735","063006000","BANATE","06","0630","063006"
"736","063007000","BAROTAC NUEVO","06","0630","063007"
"737","063008000","BAROTAC VIEJO","06","0630","063008"
"738","063009000","BATAD","06","0630","063009"
"739","063010000","BINGAWAN","06","0630","063010"
"740","063012000","CABATUAN","06","0630","063012"
"741","063013000","CALINOG","06","0630","063013"
"742","063014000","CARLES","06","0630","063014"
"743","063015000","CONCEPCION","06","0630","063015"
"744","063016000","DINGLE","06","0630","063016"
"745","063017000","DUEÑAS","06","0630","063017"
"746","063018000","DUMANGAS","06","0630","063018"
"747","063019000","ESTANCIA","06","0630","063019"
"748","063020000","GUIMBAL","06","0630","063020"
"749","063021000","IGBARAS","06","0630","063021"
"750","063022000","ILOILO CITY (Capital)","06","0630","063022"
"751","063023000","JANIUAY","06","0630","063023"
"752","063025000","LAMBUNAO","06","0630","063025"
"753","063026000","LEGANES","06","0630","063026"
"754","063027000","LEMERY","06","0630","063027"
"755","063028000","LEON","06","0630","063028"
"756","063029000","MAASIN","06","0630","063029"
"757","063030000","MIAGAO","06","0630","063030"
"758","063031000","MINA","06","0630","063031"
"759","063032000","NEW LUCENA","06","0630","063032"
"760","063034000","OTON","06","0630","063034"
"761","063035000","CITY OF PASSI","06","0630","063035"
"762","063036000","PAVIA","06","0630","063036"
"763","063037000","POTOTAN","06","0630","063037"
"764","063038000","SAN DIONISIO","06","0630","063038"
"765","063039000","SAN ENRIQUE","06","0630","063039"
"766","063040000","SAN JOAQUIN","06","0630","063040"
"767","063041000","SAN MIGUEL","06","0630","063041"
"768","063042000","SAN RAFAEL","06","0630","063042"
"769","063043000","SANTA BARBARA","06","0630","063043"
"770","063044000","SARA","06","0630","063044"
"771","063045000","TIGBAUAN","06","0630","063045"
"772","063046000","TUBUNGAN","06","0630","063046"
"773","063047000","ZARRAGA","06","0630","063047"
"774","064501000","BACOLOD CITY (Capital)","06","0645","064501"
"775","064502000","BAGO CITY","06","0645","064502"
"776","064503000","BINALBAGAN","06","0645","064503"
"777","064504000","CADIZ CITY","06","0645","064504"
"778","064505000","CALATRAVA","06","0645","064505"
"779","064506000","CANDONI","06","0645","064506"
"780","064507000","CAUAYAN","06","0645","064507"
"781","064508000","ENRIQUE B. MAGALONA (SARAVIA)","06","0645","064508"
"782","064509000","CITY OF ESCALANTE","06","0645","064509"
"783","064510000","CITY OF HIMAMAYLAN","06","0645","064510"
"784","064511000","HINIGARAN","06","0645","064511"
"785","064512000","HINOBA-AN (ASIA)","06","0645","064512"
"786","064513000","ILOG","06","0645","064513"
"787","064514000","ISABELA","06","0645","064514"
"788","064515000","CITY OF KABANKALAN","06","0645","064515"
"789","064516000","LA CARLOTA CITY","06","0645","064516"
"790","064517000","LA CASTELLANA","06","0645","064517"
"791","064518000","MANAPLA","06","0645","064518"
"792","064519000","MOISES PADILLA (MAGALLON)","06","0645","064519"
"793","064520000","MURCIA","06","0645","064520"
"794","064521000","PONTEVEDRA","06","0645","064521"
"795","064522000","PULUPANDAN","06","0645","064522"
"796","064523000","SAGAY CITY","06","0645","064523"
"797","064524000","SAN CARLOS CITY","06","0645","064524"
"798","064525000","SAN ENRIQUE","06","0645","064525"
"799","064526000","SILAY CITY","06","0645","064526"
"800","064527000","CITY OF SIPALAY","06","0645","064527"
"801","064528000","CITY OF TALISAY","06","0645","064528"
"802","064529000","TOBOSO","06","0645","064529"
"803","064530000","VALLADOLID","06","0645","064530"
"804","064531000","CITY OF VICTORIAS","06","0645","064531"
"805","064532000","SALVADOR BENEDICTO","06","0645","064532"
"806","067901000","BUENAVISTA","06","0679","067901"
"807","067902000","JORDAN (Capital)","06","0679","067902"
"808","067903000","NUEVA VALENCIA","06","0679","067903"
"809","067904000","SAN LORENZO","06","0679","067904"
"810","067905000","SIBUNAG","06","0679","067905"
"811","071201000","ALBURQUERQUE","07","0712","071201"
"812","071202000","ALICIA","07","0712","071202"
"813","071203000","ANDA","07","0712","071203"
"814","071204000","ANTEQUERA","07","0712","071204"
"815","071205000","BACLAYON","07","0712","071205"
"816","071206000","BALILIHAN","07","0712","071206"
"817","071207000","BATUAN","07","0712","071207"
"818","071208000","BILAR","07","0712","071208"
"819","071209000","BUENAVISTA","07","0712","071209"
"820","071210000","CALAPE","07","0712","071210"
"821","071211000","CANDIJAY","07","0712","071211"
"822","071212000","CARMEN","07","0712","071212"
"823","071213000","CATIGBIAN","07","0712","071213"
"824","071214000","CLARIN","07","0712","071214"
"825","071215000","CORELLA","07","0712","071215"
"826","071216000","CORTES","07","0712","071216"
"827","071217000","DAGOHOY","07","0712","071217"
"828","071218000","DANAO","07","0712","071218"
"829","071219000","DAUIS","07","0712","071219"
"830","071220000","DIMIAO","07","0712","071220"
"831","071221000","DUERO","07","0712","071221"
"832","071222000","GARCIA HERNANDEZ","07","0712","071222"
"833","071223000","GUINDULMAN","07","0712","071223"
"834","071224000","INABANGA","07","0712","071224"
"835","071225000","JAGNA","07","0712","071225"
"836","071226000","JETAFE","07","0712","071226"
"837","071227000","LILA","07","0712","071227"
"838","071228000","LOAY","07","0712","071228"
"839","071229000","LOBOC","07","0712","071229"
"840","071230000","LOON","07","0712","071230"
"841","071231000","MABINI","07","0712","071231"
"842","071232000","MARIBOJOC","07","0712","071232"
"843","071233000","PANGLAO","07","0712","071233"
"844","071234000","PILAR","07","0712","071234"
"845","071235000","PRES. CARLOS P. GARCIA (PITOGO)","07","0712","071235"
"846","071236000","SAGBAYAN (BORJA)","07","0712","071236"
"847","071237000","SAN ISIDRO","07","0712","071237"
"848","071238000","SAN MIGUEL","07","0712","071238"
"849","071239000","SEVILLA","07","0712","071239"
"850","071240000","SIERRA BULLONES","07","0712","071240"
"851","071241000","SIKATUNA","07","0712","071241"
"852","071242000","TAGBILARAN CITY (Capital)","07","0712","071242"
"853","071243000","TALIBON","07","0712","071243"
"854","071244000","TRINIDAD","07","0712","071244"
"855","071245000","TUBIGON","07","0712","071245"
"856","071246000","UBAY","07","0712","071246"
"857","071247000","VALENCIA","07","0712","071247"
"858","071248000","BIEN UNIDO","07","0712","071248"
"859","072201000","ALCANTARA","07","0722","072201"
"860","072202000","ALCOY","07","0722","072202"
"861","072203000","ALEGRIA","07","0722","072203"
"862","072204000","ALOGUINSAN","07","0722","072204"
"863","072205000","ARGAO","07","0722","072205"
"864","072206000","ASTURIAS","07","0722","072206"
"865","072207000","BADIAN","07","0722","072207"
"866","072208000","BALAMBAN","07","0722","072208"
"867","072209000","BANTAYAN","07","0722","072209"
"868","072210000","BARILI","07","0722","072210"
"869","072211000","CITY OF BOGO","07","0722","072211"
"870","072212000","BOLJOON","07","0722","072212"
"871","072213000","BORBON","07","0722","072213"
"872","072214000","CITY OF CARCAR","07","0722","072214"
"873","072215000","CARMEN","07","0722","072215"
"874","072216000","CATMON","07","0722","072216"
"875","072217000","CEBU CITY (Capital)","07","0722","072217"
"876","072218000","COMPOSTELA","07","0722","072218"
"877","072219000","CONSOLACION","07","0722","072219"
"878","072220000","CORDOVA","07","0722","072220"
"879","072221000","DAANBANTAYAN","07","0722","072221"
"880","072222000","DALAGUETE","07","0722","072222"
"881","072223000","DANAO CITY","07","0722","072223"
"882","072224000","DUMANJUG","07","0722","072224"
"883","072225000","GINATILAN","07","0722","072225"
"884","072226000","LAPU-LAPU CITY (OPON)","07","0722","072226"
"885","072227000","LILOAN","07","0722","072227"
"886","072228000","MADRIDEJOS","07","0722","072228"
"887","072229000","MALABUYOC","07","0722","072229"
"888","072230000","MANDAUE CITY","07","0722","072230"
"889","072231000","MEDELLIN","07","0722","072231"
"890","072232000","MINGLANILLA","07","0722","072232"
"891","072233000","MOALBOAL","07","0722","072233"
"892","072234000","CITY OF NAGA","07","0722","072234"
"893","072235000","OSLOB","07","0722","072235"
"894","072236000","PILAR","07","0722","072236"
"895","072237000","PINAMUNGAHAN","07","0722","072237"
"896","072238000","PORO","07","0722","072238"
"897","072239000","RONDA","07","0722","072239"
"898","072240000","SAMBOAN","07","0722","072240"
"899","072241000","SAN FERNANDO","07","0722","072241"
"900","072242000","SAN FRANCISCO","07","0722","072242"
"901","072243000","SAN REMIGIO","07","0722","072243"
"902","072244000","SANTA FE","07","0722","072244"
"903","072245000","SANTANDER","07","0722","072245"
"904","072246000","SIBONGA","07","0722","072246"
"905","072247000","SOGOD","07","0722","072247"
"906","072248000","TABOGON","07","0722","072248"
"907","072249000","TABUELAN","07","0722","072249"
"908","072250000","CITY OF TALISAY","07","0722","072250"
"909","072251000","TOLEDO CITY","07","0722","072251"
"910","072252000","TUBURAN","07","0722","072252"
"911","072253000","TUDELA","07","0722","072253"
"912","074601000","AMLAN (AYUQUITAN)","07","0746","074601"
"913","074602000","AYUNGON","07","0746","074602"
"914","074603000","BACONG","07","0746","074603"
"915","074604000","BAIS CITY","07","0746","074604"
"916","074605000","BASAY","07","0746","074605"
"917","074606000","CITY OF BAYAWAN (TULONG)","07","0746","074606"
"918","074607000","BINDOY (PAYABON)","07","0746","074607"
"919","074608000","CANLAON CITY","07","0746","074608"
"920","074609000","DAUIN","07","0746","074609"
"921","074610000","DUMAGUETE CITY (Capital)","07","0746","074610"
"922","074611000","CITY OF GUIHULNGAN","07","0746","074611"
"923","074612000","JIMALALUD","07","0746","074612"
"924","074613000","LA LIBERTAD","07","0746","074613"
"925","074614000","MABINAY","07","0746","074614"
"926","074615000","MANJUYOD","07","0746","074615"
"927","074616000","PAMPLONA","07","0746","074616"
"928","074617000","SAN JOSE","07","0746","074617"
"929","074618000","SANTA CATALINA","07","0746","074618"
"930","074619000","SIATON","07","0746","074619"
"931","074620000","SIBULAN","07","0746","074620"
"932","074621000","CITY OF TANJAY","07","0746","074621"
"933","074622000","TAYASAN","07","0746","074622"
"934","074623000","VALENCIA (LUZURRIAGA)","07","0746","074623"
"935","074624000","VALLEHERMOSO","07","0746","074624"
"936","074625000","ZAMBOANGUITA","07","0746","074625"
"937","076101000","ENRIQUE VILLANUEVA","07","0761","076101"
"938","076102000","LARENA","07","0761","076102"
"939","076103000","LAZI","07","0761","076103"
"940","076104000","MARIA","07","0761","076104"
"941","076105000","SAN JUAN","07","0761","076105"
"942","076106000","SIQUIJOR (Capital)","07","0761","076106"
"943","082601000","ARTECHE","08","0826","082601"
"944","082602000","BALANGIGA","08","0826","082602"
"945","082603000","BALANGKAYAN","08","0826","082603"
"946","082604000","CITY OF BORONGAN (Capital)","08","0826","082604"
"947","082605000","CAN-AVID","08","0826","082605"
"948","082606000","DOLORES","08","0826","082606"
"949","082607000","GENERAL MACARTHUR","08","0826","082607"
"950","082608000","GIPORLOS","08","0826","082608"
"951","082609000","GUIUAN","08","0826","082609"
"952","082610000","HERNANI","08","0826","082610"
"953","082611000","JIPAPAD","08","0826","082611"
"954","082612000","LAWAAN","08","0826","082612"
"955","082613000","LLORENTE","08","0826","082613"
"956","082614000","MASLOG","08","0826","082614"
"957","082615000","MAYDOLONG","08","0826","082615"
"958","082616000","MERCEDES","08","0826","082616"
"959","082617000","ORAS","08","0826","082617"
"960","082618000","QUINAPONDAN","08","0826","082618"
"961","082619000","SALCEDO","08","0826","082619"
"962","082620000","SAN JULIAN","08","0826","082620"
"963","082621000","SAN POLICARPO","08","0826","082621"
"964","082622000","SULAT","08","0826","082622"
"965","082623000","TAFT","08","0826","082623"
"966","083701000","ABUYOG","08","0837","083701"
"967","083702000","ALANGALANG","08","0837","083702"
"968","083703000","ALBUERA","08","0837","083703"
"969","083705000","BABATNGON","08","0837","083705"
"970","083706000","BARUGO","08","0837","083706"
"971","083707000","BATO","08","0837","083707"
"972","083708000","CITY OF BAYBAY","08","0837","083708"
"973","083710000","BURAUEN","08","0837","083710"
"974","083713000","CALUBIAN","08","0837","083713"
"975","083714000","CAPOOCAN","08","0837","083714"
"976","083715000","CARIGARA","08","0837","083715"
"977","083717000","DAGAMI","08","0837","083717"
"978","083718000","DULAG","08","0837","083718"
"979","083719000","HILONGOS","08","0837","083719"
"980","083720000","HINDANG","08","0837","083720"
"981","083721000","INOPACAN","08","0837","083721"
"982","083722000","ISABEL","08","0837","083722"
"983","083723000","JARO","08","0837","083723"
"984","083724000","JAVIER (BUGHO)","08","0837","083724"
"985","083725000","JULITA","08","0837","083725"
"986","083726000","KANANGA","08","0837","083726"
"987","083728000","LA PAZ","08","0837","083728"
"988","083729000","LEYTE","08","0837","083729"
"989","083730000","MACARTHUR","08","0837","083730"
"990","083731000","MAHAPLAG","08","0837","083731"
"991","083733000","MATAG-OB","08","0837","083733"
"992","083734000","MATALOM","08","0837","083734"
"993","083735000","MAYORGA","08","0837","083735"
"994","083736000","MERIDA","08","0837","083736"
"995","083738000","ORMOC CITY","08","0837","083738"
"996","083739000","PALO","08","0837","083739"
"997","083740000","PALOMPON","08","0837","083740"
"998","083741000","PASTRANA","08","0837","083741"
"999","083742000","SAN ISIDRO","08","0837","083742"
"1000","083743000","SAN MIGUEL","08","0837","083743"
"1001","083744000","SANTA FE","08","0837","083744"
"1002","083745000","TABANGO","08","0837","083745"
"1003","083746000","TABONTABON","08","0837","083746"
"1004","083747000","TACLOBAN CITY (Capital)","08","0837","083747"
"1005","083748000","TANAUAN","08","0837","083748"
"1006","083749000","TOLOSA","08","0837","083749"
"1007","083750000","TUNGA","08","0837","083750"
"1008","083751000","VILLABA","08","0837","083751"
"1009","084801000","ALLEN","08","0848","084801"
"1010","084802000","BIRI","08","0848","084802"
"1011","084803000","BOBON","08","0848","084803"
"1012","084804000","CAPUL","08","0848","084804"
"1013","084805000","CATARMAN (Capital)","08","0848","084805"
"1014","084806000","CATUBIG","08","0848","084806"
"1015","084807000","GAMAY","08","0848","084807"
"1016","084808000","LAOANG","08","0848","084808"
"1017","084809000","LAPINIG","08","0848","084809"
"1018","084810000","LAS NAVAS","08","0848","084810"
"1019","084811000","LAVEZARES","08","0848","084811"
"1020","084812000","MAPANAS","08","0848","084812"
"1021","084813000","MONDRAGON","08","0848","084813"
"1022","084814000","PALAPAG","08","0848","084814"
"1023","084815000","PAMBUJAN","08","0848","084815"
"1024","084816000","ROSARIO","08","0848","084816"
"1025","084817000","SAN ANTONIO","08","0848","084817"
"1026","084818000","SAN ISIDRO","08","0848","084818"
"1027","084819000","SAN JOSE","08","0848","084819"
"1028","084820000","SAN ROQUE","08","0848","084820"
"1029","084821000","SAN VICENTE","08","0848","084821"
"1030","084822000","SILVINO LOBOS","08","0848","084822"
"1031","084823000","VICTORIA","08","0848","084823"
"1032","084824000","LOPE DE VEGA","08","0848","084824"
"1033","086001000","ALMAGRO","08","0860","086001"
"1034","086002000","BASEY","08","0860","086002"
"1035","086003000","CALBAYOG CITY","08","0860","086003"
"1036","086004000","CALBIGA","08","0860","086004"
"1037","086005000","CITY OF CATBALOGAN (Capital)","08","0860","086005"
"1038","086006000","DARAM","08","0860","086006"
"1039","086007000","GANDARA","08","0860","086007"
"1040","086008000","HINABANGAN","08","0860","086008"
"1041","086009000","JIABONG","08","0860","086009"
"1042","086010000","MARABUT","08","0860","086010"
"1043","086011000","MATUGUINAO","08","0860","086011"
"1044","086012000","MOTIONG","08","0860","086012"
"1045","086013000","PINABACDAO","08","0860","086013"
"1046","086014000","SAN JOSE DE BUAN","08","0860","086014"
"1047","086015000","SAN SEBASTIAN","08","0860","086015"
"1048","086016000","SANTA MARGARITA","08","0860","086016"
"1049","086017000","SANTA RITA","08","0860","086017"
"1050","086018000","SANTO NIÑO","08","0860","086018"
"1051","086019000","TALALORA","08","0860","086019"
"1052","086020000","TARANGNAN","08","0860","086020"
"1053","086021000","VILLAREAL","08","0860","086021"
"1054","086022000","PARANAS (WRIGHT)","08","0860","086022"
"1055","086023000","ZUMARRAGA","08","0860","086023"
"1056","086024000","TAGAPUL-AN","08","0860","086024"
"1057","086025000","SAN JORGE","08","0860","086025"
"1058","086026000","PAGSANGHAN","08","0860","086026"
"1059","086401000","ANAHAWAN","08","0864","086401"
"1060","086402000","BONTOC","08","0864","086402"
"1061","086403000","HINUNANGAN","08","0864","086403"
"1062","086404000","HINUNDAYAN","08","0864","086404"
"1063","086405000","LIBAGON","08","0864","086405"
"1064","086406000","LILOAN","08","0864","086406"
"1065","086407000","CITY OF MAASIN (Capital)","08","0864","086407"
"1066","086408000","MACROHON","08","0864","086408"
"1067","086409000","MALITBOG","08","0864","086409"
"1068","086410000","PADRE BURGOS","08","0864","086410"
"1069","086411000","PINTUYAN","08","0864","086411"
"1070","086412000","SAINT BERNARD","08","0864","086412"
"1071","086413000","SAN FRANCISCO","08","0864","086413"
"1072","086414000","SAN JUAN (CABALIAN)","08","0864","086414"
"1073","086415000","SAN RICARDO","08","0864","086415"
"1074","086416000","SILAGO","08","0864","086416"
"1075","086417000","SOGOD","08","0864","086417"
"1076","086418000","TOMAS OPPUS","08","0864","086418"
"1077","086419000","LIMASAWA","08","0864","086419"
"1078","087801000","ALMERIA","08","0878","087801"
"1079","087802000","BILIRAN","08","0878","087802"
"1080","087803000","CABUCGAYAN","08","0878","087803"
"1081","087804000","CAIBIRAN","08","0878","087804"
"1082","087805000","CULABA","08","0878","087805"
"1083","087806000","KAWAYAN","08","0878","087806"
"1084","087807000","MARIPIPI","08","0878","087807"
"1085","087808000","NAVAL (Capital)","08","0878","087808"
"1086","097201000","DAPITAN CITY","09","0972","097201"
"1087","097202000","DIPOLOG CITY (Capital)","09","0972","097202"
"1088","097203000","KATIPUNAN","09","0972","097203"
"1089","097204000","LA LIBERTAD","09","0972","097204"
"1090","097205000","LABASON","09","0972","097205"
"1091","097206000","LILOY","09","0972","097206"
"1092","097207000","MANUKAN","09","0972","097207"
"1093","097208000","MUTIA","09","0972","097208"
"1094","097209000","PIÑAN (NEW PIÑAN)","09","0972","097209"
"1095","097210000","POLANCO","09","0972","097210"
"1096","097211000","PRES. MANUEL A. ROXAS","09","0972","097211"
"1097","097212000","RIZAL","09","0972","097212"
"1098","097213000","SALUG","09","0972","097213"
"1099","097214000","SERGIO OSMEÑA SR.","09","0972","097214"
"1100","097215000","SIAYAN","09","0972","097215"
"1101","097216000","SIBUCO","09","0972","097216"
"1102","097217000","SIBUTAD","09","0972","097217"
"1103","097218000","SINDANGAN","09","0972","097218"
"1104","097219000","SIOCON","09","0972","097219"
"1105","097220000","SIRAWAI","09","0972","097220"
"1106","097221000","TAMPILISAN","09","0972","097221"
"1107","097222000","JOSE DALMAN (PONOT)","09","0972","097222"
"1108","097223000","GUTALAC","09","0972","097223"
"1109","097224000","BALIGUIAN","09","0972","097224"
"1110","097225000","GODOD","09","0972","097225"
"1111","097226000","BACUNGAN (Leon T. Postigo)","09","0972","097226"
"1112","097227000","KALAWIT","09","0972","097227"
"1113","097302000","AURORA","09","0973","097302"
"1114","097303000","BAYOG","09","0973","097303"
"1115","097305000","DIMATALING","09","0973","097305"
"1116","097306000","DINAS","09","0973","097306"
"1117","097307000","DUMALINAO","09","0973","097307"
"1118","097308000","DUMINGAG","09","0973","097308"
"1119","097311000","KUMALARANG","09","0973","097311"
"1120","097312000","LABANGAN","09","0973","097312"
"1121","097313000","LAPUYAN","09","0973","097313"
"1122","097315000","MAHAYAG","09","0973","097315"
"1123","097317000","MARGOSATUBIG","09","0973","097317"
"1124","097318000","MIDSALIP","09","0973","097318"
"1125","097319000","MOLAVE","09","0973","097319"
"1126","097322000","PAGADIAN CITY (Capital)","09","0973","097322"
"1127","097323000","RAMON MAGSAYSAY (LIARGO)","09","0973","097323"
"1128","097324000","SAN MIGUEL","09","0973","097324"
"1129","097325000","SAN PABLO","09","0973","097325"
"1130","097327000","TABINA","09","0973","097327"
"1131","097328000","TAMBULIG","09","0973","097328"
"1132","097330000","TUKURAN","09","0973","097330"
"1133","097332000","ZAMBOANGA CITY","09","0973","097332"
"1134","097333000","LAKEWOOD","09","0973","097333"
"1135","097337000","JOSEFINA","09","0973","097337"
"1136","097338000","PITOGO","09","0973","097338"
"1137","097340000","SOMINOT (DON MARIANO MARCOS)","09","0973","097340"
"1138","097341000","VINCENZO A. SAGUN","09","0973","097341"
"1139","097343000","GUIPOS","09","0973","097343"
"1140","097344000","TIGBAO","09","0973","097344"
